Date,Category,Internal SKU,City,State,Region,Units,GMV,Platform,,date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales
30/11/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,16,3024,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,16,3024,2864
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Coimbatore,Tamil Nadu,South,3,477,Big Basket,,20251101 - 20251130,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,477,433.15
30/11/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,999,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,899
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Mumbai,Maharashtra,West,23,6877,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,23,6877,6279
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Chennai,Tamil Nadu,South,8,1200,Big Basket,,20251101 - 20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1200,1137
30/11/2025,Chai Patti,Chaayos Masala Tea 100g,Chennai,Tamil Nadu,South,3,597,Big Basket,,20251101 - 20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,3,597,387
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Hyderabad,Telangana,South,31,6479,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,31,6479,5874.25
30/11/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,2,750,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,2,750,712.5
30/11/2025,Discontinue,Discontinue,Ahmedabad,Gujarat,West,1,649,Big Basket,,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,599
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Pune,Maharashtra,West,7,1400,Big Basket,,20251101 - 20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,7,1400,1300
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Mangalore,Karnataka,South,1,299,Big Basket,,20251101 - 20251130,Mangaluru,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,299,269.1
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Mysore,Karnataka,South,1,169,Big Basket,,20251101 - 20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,1,169,143.65
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Mumbai,Maharashtra,West,23,4807,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,23,4807,4506.2
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Hyderabad,Telangana,South,13,2227,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,13,2227,1937
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Gurgaon,Haryana,Delhi NCR,25,7475,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,25,7475,6757.4
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Pune,Maharashtra,West,11,1166,Big Basket,,20251101 - 20251130,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,11,1166,989.82
30/11/2025,Discontinue,Discontinue,Pune,Maharashtra,West,1,999,Big Basket,,20251101 - 20251130,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,899
30/11/2025,Chai Patti,Chaayos Masala Tea 250g,Nashik,Maharashtra,West,1,329,Big Basket,,20251101 - 20251130,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,1,329,279
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,20,4180,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,20,4180,3971.45
30/11/2025,Discontinue,Discontinue,Hyderabad,Telangana,South,0,0,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,0,0,0
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Hyderabad,Telangana,South,19,3211,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,19,3211,2898.63
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,21,2499,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,21,2499,2075.32
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Chennai,Tamil Nadu,South,10,1060,Big Basket,,20251101 - 20251130,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,10,1060,890.82
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Pune,Maharashtra,West,6,1116,Big Basket,,20251101 - 20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,6,1116,1060.2
30/11/2025,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,3,1947,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1797
30/11/2025,Chai Patti,Chaayos Masala Tea 100g,Coimbatore,Tamil Nadu,South,3,597,Big Basket,,20251101 - 20251130,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,3,597,387
30/11/2025,Discontinue,Discontinue,Noida,Uttar Pradesh,Delhi NCR,2,1298,Big Basket,,20251101 - 20251130,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1198
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Bangalore,Karnataka,South,14,2606,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,14,2606,2606
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Gurgaon,Haryana,Delhi NCR,17,2873,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2701.18
30/11/2025,Chai Patti,Chaayos Masala Tea 250g,Pune,Maharashtra,West,16,3040,Big Basket,,20251101 - 20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,16,3040,2768.3
30/11/2025,Chai Patti,Chaayos Masala Tea 250g,Hyderabad,Telangana,South,10,3290,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,10,3290,2790
30/11/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Raipur,Chhattisgarh,East,1,375,Big Basket,,20251101 - 20251130,Raipur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,179
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,26,3094,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,26,3094,2569.63
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,76,22724,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,76,22724,19734
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Bangalore,Karnataka,South,43,5117,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,43,5117,4162.58
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,53,6307,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,53,6307,5043.68
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Mumbai,Maharashtra,West,33,3927,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,33,3927,3242.48
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Ahmedabad,Gujarat,West,3,318,Big Basket,,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,3,318,274.96
30/11/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Bangalore,Karnataka,South,14,2926,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,14,2926,2456.65
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Chennai,Tamil Nadu,South,12,2400,Big Basket,,20251101 - 20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,12,2400,2220
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Mysore,Karnataka,South,1,209,Big Basket,,20251101 - 20251130,Mysore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,1,209,198.55
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Pune,Maharashtra,West,10,1060,Big Basket,,20251101 - 20251130,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,10,1060,879.8
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Vijayawada,Andhra Pradesh,South,2,318,Big Basket,,20251101 - 20251130,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,298
30/11/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,6,3894,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,6,3894,3594
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Bangalore,Karnataka,South,64,13376,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,64,13376,12313.25
30/11/2025,Chai Patti,Chaayos Masala Tea 100g,Mangalore,Karnataka,South,1,199,Big Basket,,20251101 - 20251130,Mangaluru,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Ahmedabad,Gujarat,West,2,418,Big Basket,,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,2,418,397.1
30/11/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chennai,Tamil Nadu,South,9,1512,Big Basket,,20251101 - 20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,9,1512,1453.2
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Visakhapatnam,Andhra Pradesh,South,2,358,Big Basket,,20251101 - 20251130,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,358,298
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Mysore,Karnataka,South,1,159,Big Basket,,20251101 - 20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,135.15
30/11/2025,Chai Patti,Chaayos Masala Tea 250g,Chennai,Tamil Nadu,South,15,2850,Big Basket,,20251101 - 20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,2850,2578.3
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Mumbai,Maharashtra,West,35,4165,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,35,4165,3418.14
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Ahmedabad,Gujarat,West,2,212,Big Basket,,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,212,186.98
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Gurgaon,Haryana,Delhi NCR,12,1908,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,12,1908,1788
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Chennai,Tamil Nadu,South,8,1352,Big Basket,,20251101 - 20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,8,1352,1180.2
30/11/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Hyderabad,Telangana,South,7,833,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,7,833,676.61
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Mumbai,Maharashtra,West,8,1352,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1352,1172.86
30/11/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Hyderabad,Telangana,South,26,4914,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,26,4914,4443.25
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Chennai,Tamil Nadu,South,11,1166,Big Basket,,20251101 - 20251130,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,11,1166,967.78
30/11/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Hyderabad,Telangana,South,18,2142,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,18,2142,1716.21
30/11/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Mumbai,Maharashtra,West,7,1463,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,7,1463,1348.5
30/11/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,54,10206,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,54,10206,9260.65
30/11/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Pune,Maharashtra,West,10,1680,Big Basket,,20251101 - 20251130,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,10,1680,1604.4
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Pune,Maharashtra,West,9,1350,Big Basket,,20251101 - 20251130,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,9,1350,1269
30/11/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,1,168,Big Basket,,20251101 - 20251130,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,134.4
30/11/2025,Tea Bag,Chaayos Masala Tea Bag,Mumbai,Maharashtra,West,3,597,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,597,447
30/11/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,5,1875,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,5,1875,1687.5
30/11/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,1,1599,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1499
30/11/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Gurgaon,Haryana,Delhi NCR,8,1672,Big Basket,,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,8,1672,1589.75
30/11/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Chennai,Tamil Nadu,South,7,1302,Big Basket,,20251101 - 20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,7,1302,1236.9
30/11/2025,Premix,Chaayos Combo Premix Pack of 12,Bangalore,Karnataka,South,48,8112,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,48,8112,7212.35
30/11/2025,Chai Patti,Chaayos Masala Tea 100g,Bangalore,Karnataka,South,9,1791,Big Basket,,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,9,1791,1161
30/11/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Hyderabad,Telangana,South,26,7774,Big Basket,,20251101 - 20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,26,7774,6906.9
30/11/2025,Chai Patti,Chaayos Masala Tea 250g,Mumbai,Maharashtra,West,16,5264,Big Basket,,20251101 - 20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,16,5264,4464
30/11/2025,Chai Patti,Chaayos Masala Tea 250g,Ahmedabad,Gujarat,West,3,570,Big Basket,,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,570,549.1
30/11/2025,Chai Patti,Chaayos Masala Tea 100g,Kozhikode,Kerala,South,1,199,Big Basket,,20251101 - 20251130,Kozhikode,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129
30/12/2025,Tea Bag,Chaayos Masala Tea Bag,Bangalore,Karnataka,South,14,2586,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,14,2586,2371.2
30/12/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Mumbai,Maharashtra,West,4,756,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,4,756,642.6
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Gurgaon,Haryana,Delhi NCR,3,987,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,987,937.65
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Nashik,Maharashtra,West,1,299,Big Basket,,20251201 - 20251230,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,299,269.1
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Mumbai,Maharashtra,West,13,4277,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,13,4277,3948
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Ahmedabad,Gujarat,West,3,570,Big Basket,,20251201 - 20251230,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,570,539.6
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Hyderabad,Telangana,South,36,10764,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,36,10764,10046.4
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,11,1309,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,11,1309,1249.5
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Chennai,Tamil Nadu,South,4,424,Big Basket,,20251201 - 20251230,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,424,408.1
30/12/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Pune,Maharashtra,West,9,1674,Big Basket,,20251201 - 20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,9,1674,1618.2
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Ahmedabad,Gujarat,West,8,1600,Big Basket,,20251201 - 20251230,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,8,1600,1510
30/12/2025,Premix,Chaayos Combo Premix Pack of 12,Hyderabad,Telangana,South,17,2873,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2535
30/12/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Hyderabad,Telangana,South,20,3780,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,20,3780,3354.75
30/12/2025,Premix,Chaayos Combo Premix Pack of 12,Mumbai,Maharashtra,West,17,2873,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2543.45
