Date,Category,Internal SKU,City,State,Region,Units,GMV,Platform,,date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Mumbai,Maharashtra,West,3,567,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,567,500.67
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Bangalore,Karnataka,South,10,1990,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,10,1990,1721.35
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Gurgaon,Haryana,Delhi NCR,14,3216,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,14,3216,2837.55
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Ahmedabad,Gujarat,West,4,676,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,4,676,575.95
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,14,1627,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,14,1627,1387.3
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Chennai,Tamil Nadu,South,9,954,Big Basket,,20260101 - 20260131,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,9,954,799.24
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Pune,Maharashtra,West,3,558,Big Basket,,20260101 - 20260131,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,3,558,527.35
31/01/2026,Discontinue,Discontinue,Hyderabad,Telangana,South,1,375,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,375,325.01
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Ahmedabad,Gujarat,West,12,2400,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,12,2400,1966.56
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Hyderabad,Telangana,South,20,3380,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,20,3380,2952.08
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 100g,Mumbai,Maharashtra,West,1,139,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,1,139,111.76
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Bangalore,Karnataka,South,58,19082,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,58,19082,16062.29
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,29,3399,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,29,3399,2853.47
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,81,24219,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,81,24219,21272.45
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Mumbai,Maharashtra,West,10,3290,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,10,3290,2876.06
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Ahmedabad,Gujarat,West,9,1710,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,9,1710,1372.28
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Hyderabad,Telangana,South,24,7176,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,24,7176,6202.45
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chennai,Tamil Nadu,South,9,1512,Big Basket,,20260101 - 20260131,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,9,1512,1385.6
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Noida,Uttar Pradesh,Delhi NCR,6,636,Big Basket,,20260101 - 20260131,Noida,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,6,636,599.96
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,47,9639,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,47,9639,8687.85
31/01/2026,Discontinue,Discontinue,Ahmedabad,Gujarat,West,1,999,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 5 pcs  1 Set,5 pcs,1,999,848.95
31/01/2026,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,2,750,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,2,750,675
31/01/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Hyderabad,Telangana,South,11,2299,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,11,2299,1990.95
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Noida,Uttar Pradesh,Delhi NCR,12,2598,Big Basket,,20260101 - 20260131,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,12,2598,2237.38
31/01/2026,Chai Patti,Chaayos Masala Tea 100g,Chennai,Tamil Nadu,South,1,199,Big Basket,,20260101 - 20260131,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,149.25
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Hyderabad,Telangana,South,16,3344,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,16,3344,2900.1
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Mumbai,Maharashtra,West,43,12857,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,43,12857,11178.1
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Chennai,Tamil Nadu,South,8,1200,Big Basket,,20260101 - 20260131,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1200,1081.8
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,37,6909,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,37,6909,6262.08
31/01/2026,Chai Patti,Chaayos Masala Tea 100g,Mysore,Karnataka,South,1,199,Big Basket,,20260101 - 20260131,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,150.01
31/01/2026,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,1,1599,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1439
31/01/2026,Discontinue,Discontinue,Chennai,Tamil Nadu,South,0,0,Big Basket,,20260101 - 20260131,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,0,0,0
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Bangalore,Karnataka,South,59,7021,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,59,7021,5719.14
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Mumbai,Maharashtra,West,33,6897,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,33,6897,6078.53
31/01/2026,Discontinue,Discontinue,Ahmedabad,Gujarat,West,1,649,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Pune,Maharashtra,West,9,1800,Big Basket,,20260101 - 20260131,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,9,1800,1569.4
31/01/2026,Premix,Chaayos Masala Tea Premix Pack of 15,Mumbai,Maharashtra,West,3,1125,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,3,1125,995.55
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Noida,Uttar Pradesh,Delhi NCR,8,1386,Big Basket,,20260101 - 20260131,Noida,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,8,1386,1280.58
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Hyderabad,Telangana,South,21,3969,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,21,3969,3514.77
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Mysore,Karnataka,South,1,189,Big Basket,,20260101 - 20260131,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,1,189,170.01
31/01/2026,Discontinue,Discontinue,Bangalore,Karnataka,South,1,999,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 5 pcs  1 Set,5 pcs,1,999,848.95
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Mumbai,Maharashtra,West,9,1521,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,9,1521,1355.37
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Pune,Maharashtra,West,16,1696,Big Basket,,20260101 - 20260131,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,16,1696,1429.94
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Hyderabad,Telangana,South,3,517,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,517,457.35
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Gurgaon,Haryana,Delhi NCR,55,15653,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,55,15653,13229.4
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Ahmedabad,Gujarat,West,1,189,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,1,189,160.65
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Mumbai,Maharashtra,West,13,1547,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,13,1547,1332.8
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Ahmedabad,Gujarat,West,4,424,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,4,424,351.92
31/01/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Bangalore,Karnataka,South,9,1881,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,9,1881,1557.05
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Chennai,Tamil Nadu,South,19,3899,Big Basket,,20260101 - 20260131,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,19,3899,3227.08
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Noida,Uttar Pradesh,Delhi NCR,5,543,Big Basket,,20260101 - 20260131,Noida,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,5,543,468.71
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Pune,Maharashtra,West,10,1500,Big Basket,,20260101 - 20260131,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,10,1500,1359.6
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Mumbai,Maharashtra,West,19,2261,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,19,2261,1917.09
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Visakhapatnam,Andhra Pradesh,South,1,159,Big Basket,,20260101 - 20260131,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,149.46
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Mysore,Karnataka,South,2,358,Big Basket,,20260101 - 20260131,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,358,322.2
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Chennai,Tamil Nadu,South,23,4370,Big Basket,,20260101 - 20260131,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,23,4370,3491.56
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Hyderabad,Telangana,South,12,1428,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,12,1428,1174.53
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Gurgaon,Haryana,Delhi NCR,11,1749,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,11,1749,1478.7
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Chennai,Tamil Nadu,South,2,318,Big Basket,,20260101 - 20260131,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,298.92
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,50,5950,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,50,5950,4959.92
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Noida,Uttar Pradesh,Delhi NCR,7,1330,Big Basket,,20260101 - 20260131,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,7,1330,1147.78
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Vijayawada,Andhra Pradesh,South,1,159,Big Basket,,20260101 - 20260131,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,149.46
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Bangalore,Karnataka,South,66,13794,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,66,13794,12556.07
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Pune,Maharashtra,West,12,1272,Big Basket,,20260101 - 20260131,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,12,1272,1096.04
31/01/2026,Discontinue,Discontinue,Bangalore,Karnataka,South,3,1947,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1525.15
24/02/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Hyderabad,Telangana,South,5,1045,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,5,1045,783.75
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Noida,Uttar Pradesh,Delhi NCR,1,200,Big Basket,,20260201 - 20260224,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,200,163.88
24/02/2026,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,5,3245,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,5,3245,2786.61
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Mysore,Karnataka,South,1,119,Big Basket,,20260201 - 20260224,Mysore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,1,119,98.77
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Mumbai,Maharashtra,West,31,3689,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,31,3689,3061.87
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Ahmedabad,Gujarat,West,2,212,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,2,212,175.96
24/02/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Bangalore,Karnataka,South,12,2508,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,12,2508,1922.8
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Chennai,Tamil Nadu,South,13,2600,Big Basket,,20260201 - 20260224,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,13,2600,2130.44
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Ahmedabad,Gujarat,West,3,567,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,567,481.95
24/02/2026,Tea Bag,Chaayos Masala Tea Bag,Bangalore,Karnataka,South,2,398,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,398,328.35
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Gurgaon,Haryana,Delhi NCR,4,1038,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,4,1038,820.34
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Nashik,Maharashtra,West,1,299,Big Basket,,20260201 - 20260224,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,299,245
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Ahmedabad,Gujarat,West,2,338,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,2,338,288.65
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Mumbai,Maharashtra,West,11,2079,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,11,2079,1813.59
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Ahmedabad,Gujarat,West,4,760,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,4,760,600.64
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Mumbai,Maharashtra,West,6,1974,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,6,1974,1560.06
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Hyderabad,Telangana,South,25,7277,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,25,7277,5922.16
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Mangalore,Karnataka,South,1,119,Big Basket,,20260201 - 20260224,Mangaluru,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,1,119,98.77
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Bangalore,Karnataka,South,38,12502,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,38,12502,9880.38
24/02/2026,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,1,999,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 5 pcs  1 Set,5 pcs,1,999,848.95
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,23,2685,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,23,2685,2228.55
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,55,16445,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,55,16445,13475
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Ahmedabad,Gujarat,West,6,1200,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,6,1200,983.28
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Hyderabad,Telangana,South,17,2854,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2854,2370.3
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,18,2064,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,18,2064,1713.12
