Date,Category,Internal SKU,City,State,Region,Units,GMV,Platform,,BrandName_gsheet,order_date_time,city,product_id,analytic_business_unit,analytic_super_category,analytic_vertical,brand_csv,units,mrp
26/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Delhi,Delhi,Delhi NCR,1,189,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Delhi,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,1,189
26/10/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,349,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Mumbai,TEAH35UPN3ZB4CPY,BGM,FoodAndNutrition,Tea,Chaayos,1,349
26/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Chennai,Tamil Nadu,South,1,119,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Chennai,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
26/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,4,756,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Bangalore,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,4,756
26/10/2025,Chai Patti,Chaayos Masala Tea 100g,Lucknow,Uttar Pradesh,North,1,139,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Lucknow,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
26/10/2025,Chai Patti,Chaayos Masala Tea 100g,Delhi,Delhi,Delhi NCR,2,278,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Delhi,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,2,278
26/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Delhi,Delhi,Delhi NCR,3,525,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Delhi,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,3,525
26/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,5,754,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Bangalore,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,5,754
26/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Chennai,Tamil Nadu,South,1,139,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Chennai,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
26/10/2025,Chai Patti,Chaayos Masala Tea 100g,Bangalore,Karnataka,South,1,139,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Bangalore,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
26/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chennai,Tamil Nadu,South,2,336,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Chennai,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,2,336
26/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Mumbai,Maharashtra,West,3,567,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Mumbai,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,3,567
26/10/2025,Chai Patti,Chaayos Masala Tea 100g,Ahmedabad,Gujarat,West,1,139,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Ahmedabad,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
26/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Lucknow,Uttar Pradesh,North,3,504,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Lucknow,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,3,504
26/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Delhi,Delhi,Delhi NCR,3,517,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Delhi,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,3,517
26/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Mumbai,Maharashtra,West,3,357,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Mumbai,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,3,357
26/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,1,329,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Bangalore,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
26/10/2025,Chai Patti,Chaayos Masala Tea 250g,Delhi,Delhi,Delhi NCR,7,2093,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Delhi,TEAHAYPBUWYAKVQH,BGM,FoodAndNutrition,Tea,Chaayos,7,2093
26/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Kanpur,Uttar Pradesh,North,1,189,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Kanpur,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,1,189
26/10/2025,Discontinue,Discontinue,Delhi,Delhi,Delhi NCR,5,1745,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Delhi,TEAH35UPN3ZB4CPY,BGM,FoodAndNutrition,Tea,Chaayos,5,1745
26/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Ahmedabad,Gujarat,West,1,119,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Ahmedabad,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,1,119
26/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Pune,Maharashtra,West,1,119,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Pune,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
26/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,1,168,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Bangalore,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,168
26/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Kolkata,West Bengal,East,2,238,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Kolkata,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,2,238
26/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Kolkata,West Bengal,East,2,278,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Kolkata,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,2,278
26/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Pune,Maharashtra,West,3,567,Flipkart Minutes,,Chaayos,26/10/2025 00:00:00,Pune,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,3,567
27/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,5,840,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Bangalore,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,5,840
27/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Mumbai,Maharashtra,West,3,567,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Mumbai,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,3,567
27/10/2025,Chai Patti,Chaayos Masala Tea 100g,Mumbai,Maharashtra,West,1,139,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Mumbai,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
27/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Mumbai,Maharashtra,West,2,369,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Mumbai,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,2,369
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,1,329,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Bangalore,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
27/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,4,476,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Bangalore,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,4,476
27/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Pune,Maharashtra,West,1,189,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Pune,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,189
27/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Chennai,Tamil Nadu,South,2,378,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Chennai,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,2,378
27/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Chennai,Tamil Nadu,South,1,119,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Chennai,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,1,119
27/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Lucknow,Uttar Pradesh,North,1,189,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Lucknow,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,189
27/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Ahmedabad,Gujarat,West,1,199,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Ahmedabad,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,1,199
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Guwahati,Assam,East,1,139,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Guwahati,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
27/10/2025,Chai Patti,Chaayos Masala Tea 100g,Kolkata,West Bengal,East,1,139,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Kolkata,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Delhi,Delhi,Delhi NCR,4,556,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Delhi,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,4,556
27/10/2025,Discontinue,Discontinue,Kolkata,West Bengal,East,1,349,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Kolkata,TEAH35UPN3ZB4CPY,BGM,FoodAndNutrition,Tea,Chaayos,1,349
27/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Ahmedabad,Gujarat,West,1,119,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Ahmedabad,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Kolkata,West Bengal,East,1,139,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Kolkata,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
27/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Kolkata,West Bengal,East,1,119,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Kolkata,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,1,119
27/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Mumbai,Maharashtra,West,3,597,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Mumbai,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,3,597
27/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Mumbai,Maharashtra,West,2,238,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Mumbai,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,2,238
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Delhi,Delhi,Delhi NCR,1,329,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Delhi,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
27/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Delhi,Delhi,Delhi NCR,7,1260,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Delhi,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,7,1260
27/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Kolkata,West Bengal,East,2,238,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Kolkata,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,2,238
27/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Pune,Maharashtra,West,1,189,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Pune,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,1,189
27/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,7,1323,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Bangalore,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,7,1323
27/10/2025,Discontinue,Discontinue,Delhi,Delhi,Delhi NCR,1,349,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Delhi,TEAH35UPN3ZB4CPY,BGM,FoodAndNutrition,Tea,Chaayos,1,349
27/10/2025,Chai Patti,Chaayos Masala Tea 100g,Delhi,Delhi,Delhi NCR,3,417,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Delhi,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,3,417
27/10/2025,Chai Patti,Chaayos Masala Tea 250g,Delhi,Delhi,Delhi NCR,5,1426,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Delhi,TEAHAYPBUWYAKVQH,BGM,FoodAndNutrition,Tea,Chaayos,5,1426
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Chandigarh,Chandigarh,North,1,329,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Chandigarh,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Mumbai,Maharashtra,West,1,139,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Mumbai,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
27/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Patna,Bihar,East,1,189,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Patna,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,1,189
27/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Bangalore,Karnataka,South,1,139,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Bangalore,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
27/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Lucknow,Uttar Pradesh,North,1,119,Flipkart Minutes,,Chaayos,27/10/2025 00:00:00,Lucknow,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Kolkata,West Bengal,East,1,139,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Kolkata,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Ambala,Haryana,North,1,168,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Ambala,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,1,168
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Mumbai,Maharashtra,West,1,139,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Mumbai,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
28/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Delhi,Delhi,Delhi NCR,3,546,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,3,546
28/10/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,1,349,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAH35UPN3ZB4CPY,BGM,FoodAndNutrition,Tea,Chaayos,1,349
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Chennai,Tamil Nadu,South,4,756,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Chennai,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,4,756
28/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Kolkata,West Bengal,East,2,238,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Kolkata,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,2,238
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Ahmedabad,Gujarat,West,1,189,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Ahmedabad,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,1,189
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,3,525,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,3,525
28/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Mumbai,Maharashtra,West,2,238,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Mumbai,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,2,238
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,2,658,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,2,658
28/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Bangalore,Karnataka,South,1,119,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
28/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,2,238,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,2,238
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Delhi,Delhi,Delhi NCR,1,329,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Lucknow,Uttar Pradesh,North,2,336,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Lucknow,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,2,336
28/10/2025,Chai Patti,Chaayos Masala Tea 100g,Kolkata,West Bengal,East,1,139,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Kolkata,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
28/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,1,168,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,168
28/10/2025,Chai Patti,Chaayos Masala Tea 100g,Bangalore,Karnataka,South,3,417,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,3,417
28/10/2025,Chai Patti,Chaayos Masala Tea 250g,Bangalore,Karnataka,South,1,299,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Bangalore,TEAHAYPBUWYAKVQH,BGM,FoodAndNutrition,Tea,Chaayos,1,299
28/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Lucknow,Uttar Pradesh,North,2,378,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Lucknow,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,2,378
28/10/2025,Discontinue,Discontinue,Delhi,Delhi,Delhi NCR,2,698,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAH35UPN3ZB4CPY,BGM,FoodAndNutrition,Tea,Chaayos,2,698
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Chennai,Tamil Nadu,South,1,139,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Chennai,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,1,139
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Ambala,Haryana,North,1,329,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Ambala,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
28/10/2025,Chai Patti,Chaayos Masala Tea 250g,Delhi,Delhi,Delhi NCR,7,2093,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAHAYPBUWYAKVQH,BGM,FoodAndNutrition,Tea,Chaayos,7,2093
28/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chandigarh,Chandigarh,North,1,168,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Chandigarh,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,168
28/10/2025,Chai Patti,Chaayos Masala Tea 100g,Chennai,Tamil Nadu,South,1,139,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Chennai,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,1,139
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Pune,Maharashtra,West,2,378,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Pune,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,2,378
28/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Delhi,Delhi,Delhi NCR,1,119,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
28/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Pune,Maharashtra,West,2,238,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Pune,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,2,238
28/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Mumbai,Maharashtra,West,3,567,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Mumbai,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,3,567
28/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chennai,Tamil Nadu,South,1,189,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Chennai,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,189
28/10/2025,Chai Patti,Chaayos Masala Tea 100g,Mumbai,Maharashtra,West,2,289,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Mumbai,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,2,289
28/10/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Delhi,Delhi,Delhi NCR,3,417,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAH35UP8DYXN3HJ,BGM,FoodAndNutrition,Tea,Chaayos,3,417
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Delhi,Delhi,Delhi NCR,2,336,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,2,336
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Jaipur,Rajasthan,West,2,336,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Jaipur,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,2,336
28/10/2025,Chai Patti,Chaayos Masala Tea 100g,Delhi,Delhi,Delhi NCR,2,278,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Delhi,TEAH35UHKB2DCZPV,BGM,FoodAndNutrition,Tea,Chaayos,2,278
28/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Kolkata,West Bengal,East,1,119,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Kolkata,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,1,119
28/10/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Mumbai,Maharashtra,West,4,756,Flipkart Minutes,,Chaayos,28/10/2025 00:00:00,Mumbai,TEAH35UHJQ3CPMXQ,BGM,FoodAndNutrition,Tea,Chaayos,4,756
29/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,5,595,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Bangalore,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,5,595
29/10/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Delhi,Delhi,Delhi NCR,1,119,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Delhi,TEAHAYP6R3YEVR5Q,BGM,FoodAndNutrition,Tea,Chaayos,1,119
29/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Ahmedabad,Gujarat,West,1,189,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Ahmedabad,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,189
29/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Chennai,Tamil Nadu,South,1,329,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Chennai,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,1,329
29/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Lucknow,Uttar Pradesh,North,1,168,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Lucknow,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,1,168
29/10/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Delhi,Delhi,Delhi NCR,3,546,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Delhi,TEAH35UP6Y82FRVY,BGM,FoodAndNutrition,Tea,Chaayos,3,546
29/10/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Delhi,Delhi,Delhi NCR,3,987,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Delhi,TEAHAYPBP7TMMYHG,BGM,FoodAndNutrition,Tea,Chaayos,3,987
29/10/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Ahmedabad,Gujarat,West,1,119,Flipkart Minutes,,Chaayos,29/10/2025 00:00:00,Ahmedabad,TEAHAYP6HSFNH6FZ,BGM,FoodAndNutrition,Tea,Chaayos,1,119
