start_date,end_date,date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,BB_identifier,sku_description,sku_weight,total_quantity,total_mrp,total_sales,internal_id,internal_name,Category
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,13,2227,1937.0,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,25,7475,6757.4,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,11,1166,989.82,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,899.0,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,1,329,279.0,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,20,4180,3971.45,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,0,0,0.0,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,19,3211,2898.63,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,21,2499,2075.32,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,10,1060,890.82,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,6,1116,1060.2,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1797.0,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,3,597,387.0,1504.0,Chaayos Masala Tea 100g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1198.0,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,14,2606,2606.0,1505.0,Chaayos Adrak Elaichi 100g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2701.18,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,16,3040,2768.3,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,10,3290,2790.0,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Raipur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,179.0,4972.0,Chaayos Masala Tea Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,26,3094,2569.63,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,76,22724,19734.0,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,43,5117,4162.58,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,53,6307,5043.68,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,33,3927,3242.48,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,3,318,274.96,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,14,2926,2456.65,3672.0,Chaayos Detox Kahwa Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,12,2400,2220.0,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Mysore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,1,209,198.55,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,10,1060,879.8,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,298.0,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,6,3894,3594.0,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,64,13376,12313.25,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Mangaluru,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129.0,1504.0,Chaayos Masala Tea 100g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,2,418,397.1,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,9,1512,1453.2,4973.0,Chaayos Cardamom Tea Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,358,298.0,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,135.15,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,2850,2578.3,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,35,4165,3418.14,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,212,186.98,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,12,1908,1788.0,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,8,1352,1180.2,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,7,833,676.61,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1352,1172.86,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,26,4914,4443.25,4973.0,Chaayos Cardamom Tea Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,11,1166,967.78,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,18,2142,1716.21,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-11-01,2025-11-30,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,7,1463,1348.5,3672.0,Chaayos Detox Kahwa Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,54,10206,9260.65,4973.0,Chaayos Cardamom Tea Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,10,1680,1604.4,4973.0,Chaayos Cardamom Tea Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,9,1350,1269.0,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,134.4,4972.0,Chaayos Masala Tea Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,597,447.0,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,5,1875,1687.5,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1499.0,,Discontinue,Discontinue
2025-11-01,2025-11-30,20251101 - 20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,8,1672,1589.75,3672.0,Chaayos Detox Kahwa Tea Bag,Tea Bag
2025-11-01,2025-11-30,20251101 - 20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,7,1302,1236.9,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,48,8112,7212.35,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-11-01,2025-11-30,20251101 - 20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,9,1791,1161.0,1504.0,Chaayos Masala Tea 100g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,26,7774,6906.9,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,16,5264,4464.0,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,570,549.1,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-11-01,2025-11-30,20251101 - 20251130,Kozhikode,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129.0,1504.0,Chaayos Masala Tea 100g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,14,2586,2371.2,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-12-01,2025-12-30,20251201 - 20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,4,756,642.6,4973.0,Chaayos Cardamom Tea Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,987,937.65,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,299,269.1,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,13,4277,3948.0,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,570,539.6,5749.0,Chaayos Masala Tea 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,36,10764,10046.4,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,11,1309,1249.5,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-12-01,2025-12-30,20251201 - 20251230,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,424,408.1,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-12-01,2025-12-30,20251201 - 20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,9,1674,1618.2,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,8,1600,1510.0,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2535.0,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,20,3780,3354.75,4973.0,Chaayos Cardamom Tea Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2543.45,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05,,Discontinue,Discontinue
2025-12-01,2025-12-30,20251201 - 20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,12,2508,2382.6,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,33,3927,3611.65,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-12-01,2025-12-30,20251201 - 20251230,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,21,2499,2314.55,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,7,1463,1306.25,3672.0,Chaayos Detox Kahwa Tea Bag,Tea Bag
2025-12-01,2025-12-30,20251201 - 20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,10,2297,2227.0,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,1,106,106.0,5916.0,Chaayos Lemon Iced Tea Premix,Ice Tea
2025-12-01,2025-12-30,20251201 - 20251230,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,358,342.1,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,58,12122,11589.05,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1849.65,,Discontinue,Discontinue
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,168.0,4972.0,Chaayos Masala Tea Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,4,600,585.0,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,17,2703,2464.5,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-12-01,2025-12-30,20251201 - 20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,302.1,1960.0,Chaayos Masala Tea Bag,Tea Bag
2025-12-01,2025-12-30,20251201 - 20251230,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,9,1071,928.2,5915.0,Chaayos Peach Iced Tea Premix,Ice Tea
2025-12-01,2025-12-30,20251201 - 20251230,Mangaluru,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,2,398,338.3,1504.0,Chaayos Masala Tea 100g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,13,2717,2372.15,3672.0,Chaayos Detox Kahwa Tea Bag,Tea Bag
2025-12-01,2025-12-30,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,300.0,4972.0,Chaayos Masala Tea Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05,,Discontinue,Discontinue
2025-12-01,2025-12-30,20251201 - 20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,27,5643,5298.15,5742.0,Chaayos Adrak Elaichi Premix Pack of 15,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,33,9867,9269.0,5751.0,Chaayos Adrak Elaichi 250g,Chai Patti
2025-12-01,2025-12-30,20251201 - 20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,5,750,727.5,5753.0,Chaayos Combo Premix Pack of 12,Premix
2025-12-01,2025-12-30,20251201 - 20251230,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,199.0,1504.0,Chaayos Masala Tea 100g,Chai Patti
